aX,aY,aZ,gX,gY,gZ
-0.586,0.986,3.153,7.080,178.711,11.475
-0.451,1.074,2.802,28.625,161.621,-9.399
-0.335,1.121,2.457,46.814,154.907,-27.832
-0.256,1.107,2.075,74.707,153.870,-44.617
-0.244,0.993,1.742,112.061,151.978,-57.739
-0.185,0.888,1.451,144.958,151.794,-65.735
-0.113,0.912,1.122,174.255,149.719,-59.448
-0.043,0.888,0.815,193.726,134.460,-49.988
0.017,0.898,0.560,203.735,110.229,-39.673
0.073,0.867,0.293,210.327,89.722,-34.912
0.124,0.791,0.103,214.233,72.144,-28.442
0.145,0.756,0.002,209.595,57.739,-15.686
0.186,0.568,-0.035,199.219,47.119,-26.794
0.237,0.431,-0.064,174.805,57.739,-17.517
0.250,0.324,0.002,137.024,52.124,-1.099
0.266,0.240,0.125,104.980,27.588,14.404
0.290,0.137,0.190,84.961,27.100,24.963
0.253,0.043,0.257,57.861,25.940,28.809
0.196,0.005,0.227,20.081,24.902,26.062
0.148,-0.013,0.173,-2.502,25.574,21.118
0.117,-0.009,0.124,-7.812,21.301,16.663
0.070,-0.003,0.114,-12.390,12.207,12.207
0.059,0.013,0.102,-13.672,1.160,8.850
0.065,0.033,0.144,-7.751,-11.047,7.202
0.068,0.044,0.195,-4.456,-22.583,7.141
0.059,0.056,0.248,-3.662,-30.945,9.583
0.053,0.081,0.305,-1.770,-36.194,12.573
0.057,0.104,0.359,2.075,-39.124,13.611
0.051,0.088,0.406,2.869,-41.199,9.766
0.021,0.072,0.441,-2.869,-43.884,2.258
0.010,0.049,0.483,-6.897,-48.401,-7.080
-0.005,0.034,0.506,-14.648,-52.307,-16.541
-0.024,0.016,0.558,-17.761,-55.481,-25.269
-0.036,-0.001,0.620,-15.808,-55.908,-32.227
-0.051,-0.017,0.669,-11.841,-53.589,-35.400
-0.061,-0.017,0.702,-5.859,-50.476,-34.180
-0.073,0.006,0.716,2.686,-46.509,-28.625
-0.069,0.045,0.739,15.076,-42.175,-22.339
-0.062,0.063,0.776,21.851,-37.048,-18.372
-0.047,0.107,0.807,14.343,-30.334,-16.907
-0.042,0.148,0.822,1.587,-23.437,-18.860
-0.044,0.168,0.858,-7.507,-18.921,-22.644
-0.055,0.158,0.902,-12.390,-13.977,-26.733
-0.064,0.129,0.929,-15.869,-7.751,-28.992
-0.070,0.100,0.944,-16.113,-2.319,-27.832
-0.091,0.054,0.961,-10.986,0.732,-24.109
-0.112,0.015,0.984,-3.418,1.587,-19.043
-0.119,-0.003,0.985,-0.061,0.427,-14.343
-0.108,-0.011,1.015,2.014,-2.136,-10.986
-0.093,-0.017,1.051,2.258,-3.235,-8.423
-0.094,-0.027,1.058,1.770,-2.380,-5.249
-0.125,-0.015,1.003,-1.953,1.221,-0.061
-0.095,0.040,0.943,-8.911,5.615,8.850
-0.051,0.094,0.932,-9.338,5.737,17.639
-0.019,0.115,0.958,-3.906,2.319,20.081
-0.009,0.124,0.969,-5.127,-1.709,15.869
-0.004,0.125,0.988,-7.751,-5.188,9.399
-0.005,0.128,0.990,-9.827,-6.714,4.517
-0.008,0.127,0.990,-10.925,-7.446,2.136
-0.014,0.127,0.989,-6.714,-8.484,1.648
-0.026,0.125,1.003,1.282,-10.315,2.625
-0.028,0.130,1.024,5.676,-12.390,3.174
-0.027,0.140,1.042,3.235,-13.428,1.343
-0.031,0.136,1.057,2.808,-13.611,-1.709
-0.033,0.128,1.061,5.859,-13.184,-4.028
-0.027,0.115,1.075,10.193,-12.695,-4.456
-0.012,0.114,1.064,11.902,-11.780,-3.601
0.009,0.112,1.059,15.686,-10.864,-2.197
0.025,0.106,1.063,18.066,-9.521,-0.977
0.030,0.106,1.041,13.184,-6.592,-1.282

-0.015,0.051,0.965,5.981,-3.723,0.427
-0.011,0.051,0.962,4.395,-3.601,0.244
-0.007,0.048,0.966,2.014,-3.357,-0.183
-0.009,0.053,0.961,-1.526,-2.747,-0.793
-0.009,0.056,0.959,-1.831,-2.380,-0.977
-0.013,0.045,0.967,-0.061,-2.380,-0.793
-0.020,0.042,0.955,-2.808,-1.160,-0.671
-0.021,0.047,0.942,-3.662,-0.305,-0.366
-0.017,0.045,0.933,0.122,-0.366,0.305
-0.012,0.040,0.929,4.150,-0.671,0.732
-0.009,0.037,0.921,5.493,-1.099,0.488
-0.010,0.033,0.907,4.639,-0.854,-0.244
-0.009,0.032,0.885,3.174,-0.244,-0.427
-0.005,0.026,0.869,5.432,-0.244,-0.122
0.013,0.007,0.856,8.484,-0.183,0.488
0.065,-0.021,0.824,7.507,1.404,1.709
0.127,-0.042,0.763,3.967,4.639,3.906
0.184,-0.073,0.688,-0.366,8.667,8.606
0.198,-0.103,0.561,-15.381,13.123,13.000
0.186,-0.138,0.441,-39.917,18.127,15.381
0.176,-0.049,0.168,-83.313,23.987,19.348
0.125,-0.022,-0.012,-131.897,23.071,18.799
0.088,-0.043,-0.338,-185.059,18.127,10.681
0.031,-0.060,-0.602,-226.807,10.010,-0.122
-0.018,-0.094,-0.804,-236.267,-11.292,-10.864
0.014,-0.106,-1.014,-230.347,-41.992,-14.832
0.051,-0.107,-1.096,-208.923,-78.308,-17.090
0.072,-0.126,-1.028,-163.208,-110.413,-21.362
0.097,-0.057,-0.907,-128.784,-130.798,-25.574
0.050,0.168,-0.716,-114.319,-140.808,-32.654
-0.078,0.353,-0.585,-88.440,-141.052,-45.105
-0.051,0.543,-0.422,-58.289,-153.076,-53.345
-0.085,0.685,-0.120,-66.467,-180.725,-72.327
-0.165,0.822,0.281,-79.956,-196.716,-84.351
-0.285,0.813,0.755,-93.262,-190.918,-100.830
-0.466,0.754,1.135,-123.291,-163.696,-108.276
-0.768,0.620,1.601,-163.391,-144.470,-101.990
-1.039,0.649,1.932,-183.838,-89.355,-74.829
-0.901,0.734,1.918,-159.790,-7.568,-39.429
-1.079,0.855,2.126,-138.489,-16.235,-15.381
-1.082,0.896,2.242,-107.605,-46.814,31.067
-1.069,1.348,2.352,-53.650,-100.281,128.235
-1.227,1.605,2.618,-7.324,-180.298,191.589
-1.296,1.752,2.784,-18.433,-175.110,166.077
-1.294,1.879,2.926,-48.950,-100.159,123.718
-1.281,1.889,3.116,-48.828,-27.466,90.393
-1.247,1.813,3.312,-3.113,6.775,81.421
-1.136,1.557,3.368,63.477,32.288,78.613
-1.374,1.427,3.413,110.413,47.668,57.312
-1.200,1.084,3.336,138.000,73.120,26.917
-1.294,0.979,3.225,180.664,111.450,13.977
-1.240,0.853,3.035,203.064,152.954,-2.014
-0.954,0.710,2.854,182.251,190.796,-27.222
-0.723,0.697,2.588,160.828,228.943,-41.443
-0.535,0.753,2.203,161.499,271.667,-46.875
-0.366,0.798,1.789,171.814,297.852,-60.669
-0.186,0.716,1.366,202.942,290.527,-58.655
-0.043,0.719,0.929,246.521,225.647,-8.362
0.012,0.803,0.781,273.071,141.174,48.401
0.078,0.793,0.418,252.502,128.723,46.875
0.160,0.804,0.082,217.590,112.793,46.997
0.158,0.764,-0.146,193.298,96.985,41.016
0.184,0.626,-0.382,184.692,88.013,36.804
0.238,0.582,-0.615,151.062,89.111,45.471
0.256,0.572,-0.607,101.624,54.077,41.443
0.247,0.431,-0.493,67.200,21.790,27.283
0.250,0.288,-0.382,38.269,15.137,15.015
0.261,0.127,-0.237,10.376,18.188,5.066
0.193,-0.011,-0.121,-14.771,39.429,3.479
0.062,-0.174,-0.097,-39.490,62.744,1.160
0.019,-0.302,-0.028,-53.162,48.523,-4.578
-0.022,-0.315,0.086,-58.350,17.212,-0.671
-0.053,-0.309,0.129,-47.119,7.324,9.277
-0.032,-0.267,0.197,-27.527,-3.174,15.808
-0.010,-0.215,0.239,-20.691,-12.268,16.907
0.006,-0.148,0.284,-9.827,-21.973,17.761
0.056,-0.052,0.322,16.418,-29.541,19.043
0.117,0.033,0.373,50.781,-32.288,17.639
0.160,0.111,0.404,71.838,-31.189,11.963
0.195,0.150,0.448,73.242,-28.687,2.686
0.197,0.154,0.499,50.293,-24.048,-9.949
0.168,0.165,0.519,21.667,-20.813,-23.621
0.137,0.168,0.555,8.423,-20.325,-34.363
0.087,0.121,0.638,7.202,-21.973,-40.588
0.023,0.052,0.738,5.737,-23.254,-43.823
-0.017,-0.007,0.819,3.601,-22.217,-43.823
-0.054,-0.059,0.880,2.136,-20.447,-39.795
-0.076,-0.090,0.940,4.700,-19.653,-33.020
-0.087,-0.095,0.986,14.038,-20.020,-26.550
-0.079,-0.110,1.034,22.156,-20.447,-21.240
-0.054,-0.093,1.052,18.616,-18.677,-16.052
-0.021,-0.079,1.065,12.024,-15.564,-11.902
0.007,-0.061,1.056,10.437,-11.414,-7.935
0.028,-0.057,1.045,11.597,-8.179,-4.150
0.043,-0.057,1.027,12.512,-5.493,-0.671
0.028,-0.048,0.993,9.949,-3.601,1.099
0.010,-0.059,0.979,8.545,-3.479,-0.183
-0.006,-0.072,0.971,5.127,-2.869,-2.258
-0.022,-0.079,0.956,2.441,-1.282,-2.808
-0.032,-0.084,0.942,4.700,-0.183,-0.366
-0.042,-0.087,0.934,4.333,0.061,2.747
-0.046,-0.068,0.907,-2.319,-0.427,3.967
-0.038,-0.068,0.908,-4.639,-2.991,4.211
-0.027,-0.066,0.910,-5.188,-6.348,3.967
-0.008,-0.067,0.930,-1.160,-9.460,3.479
0.008,-0.066,0.957,7.874,-12.207,3.540
0.038,-0.051,0.989,16.418,-14.954,4.211
0.055,-0.038,1.017,21.912,-16.113,3.967
0.066,-0.028,1.046,24.231,-16.296,3.662
0.077,-0.010,1.046,23.376,-15.381,3.113
0.075,-0.013,1.063,26.184,-14.282,2.930
0.066,-0.001,1.046,20.691,-12.329,2.563
0.060,0.023,1.024,10.803,-9.277,1.160
0.060,0.035,1.005,6.592,-6.775,-0.183
0.058,0.033,0.994,1.709,-4.761,-1.099
0.045,0.018,0.989,-2.380,-2.502,-1.892
0.032,0.003,0.975,-4.395,-0.061,-2.197
0.028,-0.018,0.966,-1.160,0.793,-1.709
0.020,-0.046,0.965,3.479,0.549,-1.404

0.030,-0.018,0.981,1.343,-3.479,-0.427
0.018,-0.021,0.974,-6.409,-1.770,-0.610
0.007,-0.035,0.978,-8.911,-0.183,-0.427
0.001,-0.040,0.971,-8.240,1.038,0.488
-0.006,-0.040,0.961,-7.507,1.404,0.977
-0.014,-0.035,0.950,-4.089,1.099,1.587
-0.008,-0.037,0.950,0.244,-0.061,1.831
-0.010,-0.034,0.946,3.845,-1.221,1.770
-0.010,-0.031,0.945,7.751,-1.953,1.709
0.003,-0.031,0.957,9.338,-2.563,1.892
0.015,-0.017,0.948,3.357,-2.502,2.014
0.022,-0.002,0.938,-0.671,-2.014,2.075
0.022,0.013,0.923,1.892,-1.892,2.625
0.029,0.024,0.923,6.042,-2.319,2.747
0.040,0.021,0.927,5.981,-2.136,2.197
0.039,0.015,0.920,2.136,-1.221,1.709
0.036,0.008,0.912,-0.854,0.549,1.831
0.041,0.009,0.902,-1.770,2.197,2.991
0.043,0.012,0.890,-3.479,3.174,3.906
0.028,0.011,0.864,-6.104,4.517,3.845
0.052,0.004,0.824,-3.357,6.470,4.578
0.098,0.017,0.755,0.732,7.690,6.958
0.141,-0.008,0.691,2.136,9.399,9.216
0.153,-0.000,0.515,-11.780,17.517,13.367
0.153,0.034,0.232,-45.776,28.381,18.799
0.029,-0.258,-0.128,-82.947,37.659,20.874
-0.080,-0.375,-0.534,-115.295,44.006,32.532
-0.399,-0.479,-1.254,-143.982,50.842,46.082
-0.777,-0.394,-1.945,-161.377,41.626,50.598
-0.560,-0.062,-2.462,-130.615,-4.272,50.659
-0.424,0.295,-2.602,-40.833,-102.295,52.551
-0.231,0.732,-2.313,23.254,-192.932,26.062
-0.127,1.128,-1.666,-18.677,-235.413,-18.860
-0.114,1.273,-0.868,-118.652,-245.728,-61.890
-0.202,1.430,-0.169,-206.604,-241.089,-93.384
-0.285,1.350,0.578,-268.555,-226.318,-119.812
-0.376,1.165,1.250,-293.152,-182.800,-128.967
-0.577,0.896,1.850,-312.988,-137.878,-118.896
-0.735,0.565,2.450,-317.566,-103.699,-94.177
-0.795,0.373,2.843,-288.269,-67.200,-56.763
-0.568,0.203,2.936,-226.440,-25.391,-17.090
-0.591,0.289,2.898,-136.292,-3.906,39.368
-0.554,0.422,2.877,-78.247,-15.381,93.933
-0.332,0.848,2.695,-37.781,-24.048,152.771
-0.354,1.187,2.633,-10.498,-20.813,167.297
-0.478,1.329,2.481,-2.625,16.907,125.305
-0.500,1.442,2.451,20.447,28.259,97.717
-0.516,1.419,2.584,58.899,25.024,87.097
-0.580,1.256,2.776,77.454,36.011,64.819
-0.616,1.041,2.913,73.730,48.462,31.982
-0.583,0.833,2.980,71.045,51.758,7.690
-0.573,0.603,3.179,71.106,46.692,-2.869
-0.454,0.622,3.083,95.581,69.641,20.508
-0.329,0.480,3.076,99.609,98.999,29.541
-0.245,0.489,2.926,77.209,96.008,14.404
-0.197,0.518,2.702,59.692,110.901,10.925
-0.139,0.535,2.442,65.247,120.667,-1.526
-0.078,0.587,2.188,71.472,118.958,-14.526
-0.038,0.641,1.946,80.933,113.159,-24.841
-0.006,0.710,1.646,83.984,111.328,-33.691
-0.005,0.737,1.388,90.149,108.887,-47.546
0.010,0.715,1.076,116.333,106.995,-56.335
0.069,0.671,0.814,145.691,101.624,-49.805
0.121,0.699,0.587,168.579,92.712,-22.949
0.106,0.672,0.412,167.847,79.895,-10.071
0.107,0.627,0.287,148.254,65.125,-10.559
0.178,0.591,0.197,135.742,52.246,-9.155
0.127,0.475,0.237,136.963,41.077,-6.165
0.251,0.358,0.160,143.311,44.678,-2.380
0.280,0.319,0.138,122.009,42.786,8.911
0.286,0.318,0.101,83.862,32.471,19.104
0.220,0.245,0.103,56.641,32.959,20.935
0.109,0.165,0.065,37.170,32.043,16.113
0.006,0.134,0.038,18.799,28.870,8.606
-0.056,0.094,-0.005,13.733,23.560,-1.282
-0.094,0.046,0.034,21.973,12.146,-9.949
-0.089,0.025,0.089,35.461,-5.249,-15.503
-0.047,0.023,0.168,49.438,-20.569,-17.883
-0.000,0.020,0.258,61.218,-30.090,-18.921
0.055,-0.022,0.403,64.270,-38.391,-18.921
0.080,-0.044,0.494,38.208,-39.307,-20.264
0.095,-0.022,0.561,6.409,-34.851,-21.484
0.068,-0.015,0.632,-0.366,-31.555,-23.865
0.007,-0.040,0.699,10.254,-30.029,-27.771
-0.027,-0.087,0.763,22.400,-28.992,-31.250
-0.043,-0.091,0.815,26.611,-26.367,-31.860
-0.063,-0.099,0.847,27.771,-21.423,-31.250
-0.054,-0.139,0.872,20.142,-13.550,-29.236
-0.068,-0.139,0.835,2.319,-3.906,-24.902
-0.068,-0.117,0.795,-6.470,3.479,-19.043
-0.073,-0.089,0.756,-3.784,6.836,-13.123
-0.069,-0.060,0.731,3.296,6.958,-8.850
-0.060,-0.036,0.714,8.728,5.371,-6.714
-0.043,-0.018,0.705,11.597,3.235,-6.531
-0.039,-0.016,0.713,13.611,1.282,-6.775
-0.015,-0.025,0.741,12.634,-0.610,-6.775
-0.007,-0.012,0.762,3.418,-0.977,-6.226
0.001,0.000,0.782,-7.568,-0.122,-6.287
0.008,0.017,0.784,-17.944,1.038,-6.409
0.002,0.021,0.800,-21.667,1.587,-5.676
-0.003,0.007,0.809,-21.545,1.404,-5.005
-0.010,-0.002,0.807,-21.057,0.244,-4.272
-0.010,-0.001,0.818,-18.555,-2.197,-3.479
0.001,-0.008,0.842,-17.517,-5.432,-3.723
0.006,0.009,0.855,-23.315,-8.423,-5.066
0.010,0.042,0.870,-24.902,-11.475,-7.324
0.009,0.053,0.893,-19.470,-14.771,-9.094
0.007,0.038,0.922,-13.000,-17.395,-9.766
0.005,0.020,0.948,-10.803,-18.433,-9.338
0.001,0.023,0.955,-15.320,-18.005,-8.362
-0.000,0.035,0.957,-20.203,-17.639,-7.324
-0.003,0.025,0.979,-18.738,-17.944,-6.348
-0.011,0.013,0.998,-18.921,-17.578,-5.371
-0.008,0.016,1.010,-20.874,-16.174,-4.333
0.006,0.014,1.029,-16.357,-15.869,-2.441
0.006,0.003,1.051,-7.812,-16.541,-0.793
0.007,-0.010,1.073,-0.671,-17.456,0.610
-0.003,-0.012,1.085,2.563,-17.456,2.258
-0.007,0.007,1.079,4.272,-17.273,3.967

0.004,0.018,0.938,1.282,2.686,3.418
0.016,0.017,0.931,0.061,2.686,3.906
0.010,0.022,0.917,-0.305,2.808,4.211
0.009,0.034,0.903,1.465,2.502,4.517
0.015,0.037,0.908,4.517,1.526,4.700
0.034,0.038,0.915,6.531,0.671,4.761
0.055,0.036,0.918,6.104,0.549,4.883
0.079,0.051,0.907,5.371,1.892,4.639
0.082,0.053,0.885,3.357,3.052,3.296
0.088,0.062,0.859,0.977,4.272,2.197
0.089,0.072,0.826,1.038,5.127,1.404
0.091,0.092,0.793,2.136,5.859,0.610
0.091,0.091,0.771,6.104,5.981,-0.244
0.099,0.081,0.756,4.883,6.714,-1.221
0.094,0.096,0.705,-2.991,9.460,-1.343
0.080,0.087,0.659,-1.587,12.146,-1.038
0.099,0.077,0.600,1.282,15.503,1.831
0.109,0.085,0.510,-5.676,19.043,4.700
0.085,0.069,0.419,-12.756,21.484,5.310
0.071,0.062,0.278,-22.217,23.621,5.066
0.031,0.015,0.125,-35.095,23.499,5.188
-0.003,-0.001,-0.075,-54.321,24.902,5.188
-0.024,-0.020,-0.238,-75.378,24.048,6.897
-0.080,-0.024,-0.508,-99.731,21.240,8.911
-0.131,-0.027,-0.669,-114.319,11.719,11.353
-0.195,-0.044,-0.854,-112.976,-1.099,13.306
-0.261,-0.059,-0.977,-99.792,-21.362,17.517
-0.104,0.042,-1.007,-87.830,-53.040,22.461
-0.086,0.138,-0.940,-101.563,-84.045,21.301
-0.062,0.320,-0.693,-124.634,-111.450,18.188
-0.075,0.433,-0.544,-114.990,-137.146,5.493
-0.075,0.519,-0.280,-92.590,-159.729,-6.226
-0.104,0.603,0.008,-97.290,-168.579,-17.090
-0.080,0.741,0.409,-101.074,-187.561,-21.729
-0.128,0.779,0.875,-106.079,-200.073,-34.729
-0.208,0.789,1.317,-116.638,-184.326,-43.091
-0.353,0.719,1.796,-134.399,-161.194,-48.462
-0.638,0.663,2.179,-171.204,-136.108,-49.805
-0.834,0.484,2.501,-202.637,-97.900,-42.725
-1.136,0.629,2.732,-190.918,-63.110,3.479
-1.380,0.690,3.044,-139.709,-75.928,54.016
-1.402,0.744,3.386,-101.746,-70.740,86.365
-1.327,0.734,3.657,-83.496,-45.471,104.614
-1.195,0.768,3.905,-74.768,-16.724,121.216
-1.022,0.847,4.000,-50.232,8.972,129.456
-0.785,0.964,4.000,-3.540,47.607,122.314
-0.562,1.016,3.771,48.523,93.445,100.342
-0.379,1.099,3.443,96.313,118.408,73.181
-0.247,1.117,3.156,130.066,114.502,44.373
-0.159,1.168,2.858,139.038,105.957,14.648
-0.073,1.185,2.463,140.320,107.971,-13.611
-0.025,1.121,2.153,146.179,110.962,-35.950
0.052,1.136,1.793,160.889,114.807,-36.438
0.047,1.129,1.559,171.265,107.361,-25.635
0.096,1.026,1.330,158.569,104.126,-41.565
0.127,0.967,1.135,140.564,105.042,-52.246
0.087,0.865,0.934,125.732,108.521,-49.194
0.043,0.781,0.725,109.436,109.985,-39.856
0.014,0.700,0.534,96.436,106.262,-34.302
-0.058,0.583,0.470,93.811,97.656,-31.982
0.000,0.455,0.321,106.262,97.778,-26.855
0.029,0.363,0.253,110.596,91.492,-10.986
0.012,0.325,0.229,97.168,77.942,7.324
0.045,0.281,0.203,81.421,68.420,20.691
0.059,0.254,0.203,69.214,59.021,26.550
0.051,0.200,0.231,53.406,52.246,23.437
0.008,0.154,0.226,25.513,59.204,15.930
-0.010,0.118,0.188,1.099,69.275,8.728
-0.017,0.079,0.209,-8.850,76.172,3.601
-0.025,0.057,0.180,-17.151,84.961,5.676
-0.006,-0.006,0.257,-10.986,72.449,3.052
0.076,0.008,0.242,5.371,34.302,-5.066
0.118,0.041,0.246,-1.526,22.034,-1.770
0.134,0.046,0.269,-15.259,17.639,-2.380
0.122,0.046,0.287,-26.428,12.268,-6.531
0.106,0.020,0.337,-27.954,7.935,-9.949
0.078,-0.002,0.384,-22.156,2.869,-12.451
0.078,-0.011,0.439,-10.681,-2.075,-15.076
0.078,-0.019,0.490,0.977,-5.981,-17.944
0.073,-0.017,0.503,4.211,-6.836,-20.996
0.072,-0.004,0.497,6.653,-6.226,-22.827
0.062,-0.008,0.480,13.306,-6.042,-22.888
0.048,0.014,0.460,21.301,-6.775,-20.996
0.024,0.054,0.430,26.672,-7.629,-19.226
0.015,0.073,0.436,27.832,-9.155,-18.005
0.007,0.072,0.465,18.494,-10.376,-16.968
0.007,0.088,0.490,2.502,-10.254,-15.808
0.032,0.102,0.518,-4.028,-11.292,-15.503
0.053,0.096,0.585,-1.099,-14.709,-16.724
0.071,0.069,0.665,2.258,-17.639,-19.104
0.071,0.047,0.738,1.770,-17.944,-20.020
0.063,0.029,0.792,0.305,-17.029,-18.372
0.061,0.010,0.838,0.977,-15.503,-14.648
0.046,0.010,0.874,0.305,-14.160,-9.766
0.045,0.019,0.896,-0.671,-12.939,-5.554
0.037,0.057,0.894,-5.249,-12.024,-1.282
0.045,0.093,0.901,-6.958,-13.000,-0.488
0.045,0.106,0.934,-2.930,-16.479,-2.563
0.069,0.108,0.963,-0.549,-19.531,-4.700
0.090,0.104,1.003,2.380,-21.912,-5.066
0.109,0.097,1.029,4.272,-22.400,-4.395
0.136,0.089,1.051,4.211,-21.545,-3.418
0.138,0.081,1.058,3.601,-20.081,-2.197
0.145,0.070,1.070,3.052,-18.311,-1.282
0.129,0.070,1.061,-1.404,-16.418,-0.732
0.113,0.074,1.055,-4.028,-15.259,-0.366
0.087,0.075,1.049,-0.854,-15.503,0.061
0.077,0.080,1.044,4.456,-16.602,0.122
0.096,0.059,1.073,10.986,-18.738,0.122
0.104,0.042,1.086,7.751,-18.677,-0.122
0.108,0.047,1.076,-1.587,-16.052,0.305
0.114,0.050,1.064,-3.418,-13.367,1.526
0.116,0.052,1.049,-2.319,-11.292,3.113
0.116,0.066,1.022,-3.296,-9.705,4.150
0.108,0.077,0.996,-1.831,-8.972,4.395
0.090,0.091,0.972,1.404,-9.216,4.578
0.074,0.115,0.957,3.113,-9.705,4.028
0.068,0.137,0.946,2.686,-10.559,3.052
0.083,0.137,0.962,3.357,-11.719,2.563

0.093,0.035,1.155,27.893,2.869,-6.470
0.112,0.027,1.159,19.714,7.996,-6.897
0.125,0.010,1.156,15.198,13.489,-6.714
0.148,0.008,1.138,13.184,19.287,-5.432
0.154,0.004,1.121,18.311,23.010,-3.662
0.170,0.016,1.083,24.353,27.405,-1.770
0.183,0.044,1.034,26.367,32.104,-0.854
0.176,0.049,1.001,27.954,35.706,-2.808
0.161,0.056,0.950,25.574,39.001,-5.737
0.136,0.059,0.892,26.184,41.931,-9.155
0.110,0.071,0.834,29.419,43.884,-12.024
0.091,0.063,0.788,31.067,45.349,-14.526
0.060,0.077,0.717,25.940,46.143,-16.052
0.031,0.095,0.645,22.034,44.983,-17.395
0.016,0.093,0.598,24.963,41.626,-17.822
-0.001,0.063,0.564,25.818,37.231,-17.151
-0.002,0.036,0.547,18.066,32.898,-15.686
-0.007,0.036,0.511,4.211,29.297,-13.733
0.012,0.028,0.483,-1.282,23.682,-11.597
0.019,0.002,0.451,-2.258,17.151,-8.911
0.039,-0.054,0.406,-4.333,12.146,-4.089
0.064,-0.108,0.320,-12.939,8.118,6.287
0.057,-0.079,0.161,-33.142,0.854,20.935
-0.007,-0.080,-0.069,-48.828,-10.925,32.593
-0.051,-0.032,-0.272,-61.401,-25.452,40.527
-0.027,0.064,-0.604,-69.458,-43.091,48.157
-0.038,0.140,-0.826,-75.134,-69.397,44.983
-0.092,-0.021,-1.170,-40.588,-112.366,37.598
-0.145,-0.076,-1.330,-28.320,-158.936,29.785
-0.143,-0.029,-1.452,-94.543,-190.369,25.146
-0.097,0.121,-1.488,-147.156,-205.444,31.982
-0.030,0.310,-1.317,-167.236,-210.937,35.095
0.031,0.507,-1.075,-171.387,-215.271,27.039
0.076,0.723,-0.814,-183.899,-219.421,7.507
0.044,0.938,-0.457,-220.520,-220.337,-16.663
-0.076,1.045,-0.048,-261.414,-213.013,-43.945
-0.328,1.206,0.345,-294.983,-192.993,-67.017
-0.579,1.376,0.750,-329.712,-168.945,-89.478
-0.860,1.423,1.270,-333.557,-153.748,-111.511
-0.896,1.479,1.922,-310.913,-145.020,-123.352
-1.196,1.365,2.695,-272.217,-133.789,-118.958
-1.488,1.052,3.543,-225.647,-103.271,-107.056
-1.267,0.796,3.999,-158.997,-57.922,-67.566
-1.127,0.856,4.000,-60.303,-24.048,31.494
-1.049,0.955,4.000,18.677,19.592,102.539
-1.044,1.181,4.000,73.914,56.641,137.573
-0.991,1.225,4.000,125.305,88.684,135.071
-1.043,1.218,3.924,188.171,99.548,117.981
-0.951,1.185,3.707,235.657,117.432,107.971
-0.782,1.085,3.516,248.108,131.897,93.384
-0.684,0.909,3.400,230.957,120.667,62.622
-0.484,0.902,3.132,142.029,122.070,44.006
-0.360,0.983,2.876,87.219,125.122,33.081
-0.261,0.990,2.624,84.106,129.639,15.869
-0.165,0.974,2.329,92.468,138.000,-1.892
-0.145,0.906,2.049,105.713,147.339,-14.343
-0.119,0.815,1.711,107.239,158.508,-18.555
-0.069,0.760,1.411,94.971,162.537,-16.296
-0.117,0.727,1.113,75.378,159.790,-9.155
-0.093,0.752,0.772,67.383,155.945,-4.517
-0.024,0.788,0.432,75.317,146.912,-2.808
-0.045,0.739,0.241,100.220,127.808,-6.470
0.076,0.635,-0.014,130.127,115.967,-18.127
0.142,0.564,-0.146,160.767,95.093,-17.273
0.195,0.549,-0.208,167.358,66.162,-1.831
0.274,0.532,-0.236,153.625,43.457,11.047
0.247,0.487,-0.227,125.122,38.818,14.832
0.246,0.425,-0.204,92.590,31.982,9.460
0.233,0.326,-0.175,64.331,27.649,0.854
0.210,0.189,-0.132,40.588,25.757,-8.667
0.177,0.084,-0.124,10.254,23.071,-15.564
0.157,0.006,-0.098,-7.935,16.968,-18.555
0.102,-0.075,-0.034,-12.085,6.958,-19.836
0.021,-0.137,0.042,-18.311,-2.625,-18.433
-0.071,-0.181,0.122,-25.452,-11.536,-15.076
-0.108,-0.196,0.203,-30.273,-19.775,-11.719
-0.098,-0.214,0.318,-21.912,-28.259,-6.104
-0.056,-0.198,0.421,-6.958,-34.424,2.197
0.001,-0.165,0.500,6.531,-37.781,11.047
0.068,-0.123,0.568,15.320,-39.673,17.822
0.123,-0.083,0.638,21.851,-38.879,22.156
0.169,-0.059,0.686,20.203,-35.706,22.705
0.194,-0.000,0.685,6.409,-30.029,19.714
0.203,0.046,0.697,-0.671,-27.954,14.221
0.181,0.068,0.688,-2.380,-28.259,7.019
0.132,0.072,0.701,1.953,-29.541,-0.061
0.081,0.074,0.696,5.432,-30.701,-5.127
0.034,0.060,0.705,7.019,-31.616,-6.470
0.004,0.063,0.722,4.211,-32.288,-5.005
0.009,0.084,0.740,3.174,-32.654,-2.869
0.019,0.094,0.767,6.775,-33.691,-1.953
0.013,0.090,0.802,8.240,-33.936,-3.418
0.016,0.078,0.854,5.859,-33.203,-5.188
0.015,0.070,0.885,0.610,-31.372,-6.409
0.008,0.082,0.901,-3.296,-28.259,-7.690
0.007,0.085,0.921,-0.793,-25.879,-8.423
0.010,0.082,0.954,3.601,-23.804,-8.484
0.015,0.075,0.979,2.991,-21.423,-9.155
0.004,0.057,0.982,-1.343,-18.372,-9.766
-0.002,0.044,0.975,-2.502,-15.137,-9.155
-0.012,0.031,0.962,2.075,-13.062,-7.324
