aX,aY,aZ,gX,gY,gZ
0.134,-0.008,0.805,-11.108,16.785,2.441
0.127,-0.001,0.784,-11.353,17.883,3.540
0.118,0.030,0.751,-12.146,16.907,4.822
0.106,0.061,0.724,-6.409,12.451,5.493
0.112,0.084,0.728,0.793,5.798,5.493
0.134,0.109,0.752,0.916,-0.793,4.517
0.160,0.140,0.785,-5.615,-6.775,2.625
0.191,0.160,0.807,-6.958,-11.841,0.366
0.205,0.160,0.844,-3.540,-15.930,-1.465
0.227,0.148,0.884,-2.319,-17.151,-2.197
0.233,0.125,0.912,-4.333,-15.869,-1.526
0.231,0.139,0.912,-9.216,-12.207,1.099
0.232,0.154,0.926,-14.221,-9.583,3.906
0.246,0.181,0.929,-12.634,-8.667,5.554
0.238,0.171,0.937,-4.456,-7.690,4.700
0.230,0.165,0.931,-0.671,-6.775,3.601
0.221,0.166,0.927,-1.038,-6.897,3.174
0.204,0.163,0.922,0.427,-7.507,2.380
0.190,0.160,0.915,3.784,-8.850,2.014
0.179,0.157,0.908,8.118,-10.193,1.831
0.187,0.143,0.959,14.404,-11.780,1.465
0.178,0.117,0.973,9.094,-11.292,1.282
0.176,0.130,0.972,-5.127,-8.484,1.892
0.183,0.139,0.966,-11.780,-7.080,1.648
0.182,0.129,0.983,-6.165,-7.812,1.221
0.201,0.115,1.005,2.380,-8.911,0.732
0.214,0.104,1.030,6.409,-9.583,0.122
0.228,0.101,1.039,7.141,-9.216,-0.244
0.227,0.089,1.047,8.606,-7.874,-0.244
0.223,0.090,1.039,6.592,-6.042,0.061
0.208,0.111,1.005,0.671,-3.784,1.099
0.199,0.137,0.970,-1.709,-2.930,1.831
0.189,0.140,0.950,-0.366,-3.357,1.526

0.237,-0.006,1.139,10.254,12.390,-5.859
0.241,-0.012,1.128,14.343,16.235,-4.639
0.252,0.011,1.091,19.165,19.897,-2.563
0.237,0.011,1.066,26.428,22.400,-0.610
0.213,0.028,1.023,35.217,23.926,-0.916
0.192,0.022,0.993,34.424,24.048,-2.319
0.165,0.031,0.968,25.085,23.437,-2.991
0.147,0.022,0.943,20.752,23.437,-3.113
0.152,0.006,0.939,21.240,22.522,-3.235
0.163,0.000,0.925,19.287,23.010,-2.747
0.192,0.024,0.925,15.076,26.184,-1.770
0.228,0.023,0.914,20.996,26.428,-0.549
0.263,0.016,0.923,30.457,25.085,0.671
0.287,0.018,0.911,31.677,27.222,1.282
0.294,0.016,0.851,22.034,31.372,2.380
0.292,0.029,0.822,12.329,33.508,3.845
0.291,0.038,0.768,4.456,34.058,4.578
0.280,0.043,0.723,2.808,32.898,3.845
0.269,0.055,0.675,3.723,30.884,2.808
0.267,0.053,0.626,5.127,28.625,2.014
0.267,0.047,0.591,6.653,26.794,2.014
0.243,0.025,0.526,1.892,26.123,2.441
0.238,0.005,0.453,-9.155,27.161,4.700
0.200,-0.011,0.327,-24.048,29.785,9.277
0.187,0.044,0.117,-39.490,31.616,16.479
0.086,-0.044,-0.069,-59.082,29.968,21.790
-0.073,-0.117,-0.360,-80.017,28.015,25.818
-0.261,-0.255,-0.746,-96.069,19.531,32.166
-0.454,-0.263,-1.079,-90.576,-12.939,42.480
-0.688,-0.486,-1.547,-25.879,-105.713,29.541
-0.634,-0.269,-1.832,-54.077,-176.514,34.241
-0.344,0.023,-1.828,-147.766,-176.575,52.917
-0.198,0.323,-1.509,-189.026,-226.501,49.927
-0.006,0.658,-1.176,-221.252,-270.447,41.626
0.108,0.846,-0.676,-261.169,-291.077,21.729
0.064,1.083,-0.104,-283.813,-295.471,6.592
-0.051,1.221,0.426,-316.711,-274.170,-2.808
-0.260,1.265,1.067,-347.107,-236.084,-9.155
-0.756,1.120,1.716,-372.314,-186.218,-10.803
-0.844,1.065,2.120,-341.797,-145.752,14.832
-1.159,0.923,2.622,-185.669,-193.542,112.976
-1.149,0.962,3.176,-14.954,-243.286,185.059
-1.250,0.928,3.347,101.196,-212.646,212.341
-1.061,1.008,3.462,167.480,-164.917,219.177
-0.874,0.961,3.555,246.765,-130.920,224.365
-0.669,0.804,3.401,353.088,-105.835,229.187
-0.652,0.845,3.271,372.192,-73.303,212.952
-0.562,0.541,3.154,330.627,-41.138,140.381
-0.589,0.479,3.101,235.046,-2.441,69.458
-0.554,0.280,2.918,165.344,41.626,35.889
-0.607,0.161,2.753,113.953,91.125,22.827
-0.579,0.091,2.540,80.261,124.634,25.330
-0.568,-0.009,2.309,67.749,140.381,27.771
-0.556,-0.069,2.067,62.012,151.184,23.987
-0.492,-0.047,1.866,48.279,149.658,13.855
-0.432,0.008,1.691,42.358,139.771,-1.282
-0.333,0.118,1.508,46.448,134.583,-15.869
-0.235,0.222,1.361,56.274,131.775,-27.466
-0.158,0.275,1.209,68.909,128.296,-38.269
-0.087,0.322,1.079,74.890,125.427,-48.157
-0.015,0.358,0.977,70.068,126.465,-57.007
0.047,0.384,0.882,59.570,133.606,-64.697
0.116,0.405,0.793,49.011,144.470,-70.374
0.140,0.390,0.699,46.143,157.898,-73.975
0.136,0.386,0.600,41.870,175.842,-70.801
0.141,0.381,0.389,27.405,192.017,-65.796
0.140,0.328,0.185,26.672,195.251,-56.763
0.093,0.303,0.106,24.353,179.810,-42.358
0.066,0.174,-0.081,16.357,158.508,-32.104
0.031,0.109,-0.189,-34.424,144.104,-27.161
0.004,0.107,-0.027,-96.252,134.827,-33.203
-0.003,0.099,0.109,-85.876,98.572,-37.781
0.002,0.079,0.196,-86.975,70.740,-41.809
0.034,0.051,0.269,-95.520,63.110,-51.025
0.077,0.029,0.301,-58.716,40.710,-51.453
0.095,-0.028,0.356,-43.579,33.508,-46.692
0.101,-0.050,0.429,-37.415,30.884,-39.124
0.092,-0.053,0.464,-33.875,29.114,-25.574
0.100,-0.055,0.498,-28.809,33.386,-10.925
0.125,-0.050,0.545,-21.545,36.865,1.038
0.135,-0.018,0.576,-18.616,39.917,8.972
0.164,0.005,0.562,-14.526,39.368,13.000
0.180,0.023,0.656,-16.174,34.607,12.817
0.184,0.051,0.655,-7.385,24.963,5.371
0.199,0.053,0.739,2.075,10.681,-2.686
0.210,0.039,0.807,14.709,-1.526,-8.301
0.208,0.004,0.882,16.235,-15.442,-13.367
0.222,0.005,0.912,-4.456,-15.503,-13.916
0.227,-0.004,0.889,-22.156,-13.123,-11.780
0.242,0.020,0.925,-28.320,-9.766,-7.080
0.263,0.062,0.884,-23.315,-6.531,-0.427
0.255,0.108,0.843,-16.968,-2.258,2.991
0.252,0.143,0.812,-9.766,0.427,3.235
0.250,0.159,0.799,-3.784,1.038,2.258
0.256,0.162,0.788,0.732,-0.061,0.305
0.278,0.149,0.790,4.089,-3.540,-1.282
0.290,0.122,0.816,3.906,-7.996,-2.075
0.299,0.120,0.812,-2.319,-11.230,-1.953
0.296,0.116,0.807,-5.615,-12.695,-1.343
0.286,0.101,0.814,-6.226,-12.939,-0.244
0.271,0.117,0.793,-10.864,-11.658,1.282
0.250,0.141,0.774,-11.475,-11.963,1.526
0.217,0.148,0.788,-5.554,-15.137,0.610
0.213,0.151,0.823,-5.432,-19.409,-1.160
0.214,0.163,0.846,-13.428,-22.949,-3.784
0.231,0.164,0.878,-16.235,-27.222,-7.202
0.253,0.153,0.922,-17.578,-31.799,-10.742
0.273,0.134,0.942,-21.118,-34.058,-13.428
0.279,0.127,0.998,-24.231,-33.691,-13.672
0.278,0.125,0.998,-20.203,-29.907,-11.780
0.266,0.130,0.999,-10.742,-26.672,-9.705
0.247,0.143,1.003,-4.089,-24.231,-7.812
0.228,0.138,1.011,3.845,-22.034,-6.531
0.225,0.109,1.045,8.545,-20.325,-5.493
0.232,0.125,1.029,4.700,-17.456,-4.517
0.236,0.128,1.057,3.235,-15.808,-4.944
0.234,0.123,1.066,5.005,-13.794,-6.226
0.240,0.128,1.079,8.301,-11.414,-6.958
0.245,0.134,1.082,9.399,-8.972,-7.507

0.208,-0.070,0.872,-31.982,-7.019,0.427
0.240,-0.033,0.870,-19.592,-11.169,1.831
0.264,0.004,0.880,0.183,-16.357,1.770
0.309,0.021,0.917,19.714,-20.386,0.122
0.331,-0.004,0.974,33.264,-22.034,-1.709
0.345,-0.053,1.032,34.180,-19.409,-2.319
0.371,-0.075,1.069,17.456,-12.634,-0.854
0.354,-0.051,1.052,-11.353,-4.089,0.916
0.330,-0.031,1.025,-25.452,1.648,1.526
0.308,-0.032,1.002,-16.663,3.784,1.465
0.290,-0.045,0.987,-4.517,3.479,0.854
0.291,-0.047,0.973,-0.671,2.808,-0.244
0.288,-0.049,0.960,-3.601,3.235,-0.916
0.289,-0.053,0.944,-6.165,3.723,-1.099
0.291,-0.051,0.922,-5.798,3.784,-0.977
0.293,-0.040,0.891,-3.784,3.784,-0.549
0.293,-0.038,0.870,2.747,3.296,-0.061
0.294,-0.043,0.853,8.911,2.502,0.488
0.295,-0.067,0.846,9.033,2.686,1.404
0.288,-0.066,0.818,-5.493,4.089,2.502
0.270,-0.053,0.780,-25.452,6.226,3.174
0.254,-0.040,0.702,-34.790,6.409,3.174
0.256,-0.056,0.654,-27.893,3.174,2.930
0.294,-0.085,0.587,-17.700,-1.709,3.540
0.313,-0.052,0.507,-19.531,-5.737,4.333
0.301,-0.091,0.376,-28.381,-7.263,5.005
0.267,-0.033,0.136,-39.612,-7.996,13.062
0.106,-0.054,-0.185,-37.964,-10.559,19.897
-0.120,-0.080,-0.515,5.554,-25.513,27.100
-0.203,0.033,-1.006,106.140,-57.312,34.241
-0.435,0.105,-1.442,224.182,-102.539,37.598
-0.473,0.241,-1.711,303.467,-155.090,39.734
-0.450,0.415,-1.852,349.915,-226.868,23.254
-0.195,0.713,-1.768,260.254,-280.762,-24.353
-0.068,1.260,-1.199,19.836,-276.917,-41.992
-0.045,1.387,-0.476,-139.099,-283.997,-73.242
-0.249,1.422,0.146,-192.505,-303.467,-119.080
-0.408,1.498,0.648,-217.163,-310.120,-160.706
-0.558,1.436,1.254,-241.577,-303.955,-198.547
-0.923,1.023,2.097,-270.813,-286.682,-228.088
-1.014,0.145,2.755,-322.327,-254.150,-235.229
-1.418,-0.379,3.613,-385.498,-249.512,-133.240
-1.475,-0.420,3.960,-438.538,-236.511,-25.818
-1.577,-0.369,4.000,-408.020,-170.105,38.757
-1.606,-0.399,3.990,-280.518,-113.220,68.420
-1.493,-0.391,3.998,-114.441,-79.590,99.792
-1.280,-0.272,3.816,30.090,-38.391,140.442
-1.174,-0.311,3.530,108.032,8.972,130.554
-1.038,-0.141,3.212,119.019,54.932,83.740
-0.854,-0.079,2.966,130.981,89.966,78.735
-0.723,-0.039,2.706,135.925,121.216,83.191
-0.551,0.109,2.337,110.535,158.142,88.562
-0.444,0.259,1.991,88.562,190.063,94.116
-0.346,0.341,1.606,74.463,202.637,87.463
-0.231,0.419,1.297,58.533,199.890,66.895
-0.114,0.472,1.022,45.044,186.707,43.945
-0.024,0.490,0.809,39.917,166.748,26.855
0.034,0.472,0.626,35.095,145.020,13.062
0.092,0.458,0.483,29.663,122.009,-0.610
0.128,0.444,0.382,29.907,98.938,-12.573
0.183,0.391,0.348,36.682,81.116,-23.682
0.217,0.357,0.335,43.396,65.063,-30.029
0.237,0.339,0.338,51.331,51.636,-32.532
0.247,0.317,0.359,61.829,43.884,-34.546
0.253,0.272,0.413,69.580,42.114,-36.316
0.232,0.242,0.455,68.481,45.959,-36.621
0.214,0.191,0.506,61.707,56.152,-39.124
0.204,0.114,0.543,49.072,70.251,-41.504
0.171,0.089,0.555,26.245,77.698,-34.119
0.128,0.092,0.554,3.418,83.130,-24.475
0.094,0.085,0.550,-10.803,87.830,-13.489
0.070,0.081,0.566,-14.282,82.092,-6.165
0.056,0.068,0.597,-12.451,71.289,-4.272
0.051,0.046,0.627,-8.118,60.913,-5.615
0.062,0.024,0.686,-5.493,49.988,-8.789
0.076,0.011,0.717,-12.085,39.246,-12.939
0.092,0.019,0.760,-17.334,26.672,-17.578
0.110,0.007,0.807,-19.531,16.235,-21.667
0.110,-0.005,0.836,-20.020,8.972,-24.902
0.083,-0.027,0.857,-14.587,2.869,-26.978
0.049,-0.042,0.876,-4.578,-0.732,-27.100
0.040,-0.053,0.873,5.249,-3.052,-26.489
0.045,-0.059,0.885,18.677,-5.066,-24.109
0.062,-0.052,0.893,32.776,-5.798,-20.569
0.072,-0.089,0.937,39.612,-5.005,-17.090
0.093,-0.062,0.916,22.583,-1.587,-13.794
0.098,-0.021,0.891,0.916,-0.061,-11.719
0.095,0.002,0.877,-5.981,-1.770,-11.963
0.100,0.026,0.872,-8.728,-2.869,-12.146
0.098,0.058,0.865,-9.521,-3.418,-12.451
0.094,0.064,0.876,-8.850,-3.601,-12.512
0.089,0.048,0.898,-5.310,-3.357,-12.207
0.105,0.004,0.945,-2.869,-2.930,-10.803
0.120,-0.008,0.981,-10.925,-0.244,-8.057
0.130,0.029,0.977,-22.705,3.296,-5.737
0.140,0.038,0.984,-16.785,3.723,-5.188
0.143,0.029,0.998,-4.578,4.028,-4.822
0.150,0.039,0.980,2.258,4.028,-4.578
0.156,0.040,0.964,7.202,3.784,-4.333
0.153,0.029,0.951,9.216,3.479,-4.517
0.130,0.040,0.919,4.517,2.319,-5.005
0.119,0.059,0.901,2.502,-0.671,-5.737
0.118,0.080,0.893,3.967,-4.272,-7.141
0.127,0.066,0.910,9.705,-8.057,-8.850
0.135,0.025,0.956,10.986,-10.315,-10.254
0.127,0.010,0.971,0.977,-9.277,-10.132
0.120,0.015,0.967,-6.592,-8.057,-9.460
0.109,0.010,0.965,-5.188,-7.263,-8.301
0.096,0.005,0.970,0.427,-6.714,-6.836
0.092,0.002,0.973,6.592,-6.165,-5.432
0.101,-0.003,0.983,10.803,-5.493,-4.211
0.119,-0.021,0.993,12.451,-4.578,-3.357
0.130,-0.046,1.008,9.644,-2.930,-1.770
0.126,-0.035,0.999,3.418,-0.610,-0.427
0.138,-0.027,0.987,2.502,1.953,0.488
0.131,-0.017,0.975,2.991,3.662,0.488
0.120,-0.010,0.960,1.221,4.456,-0.610
0.117,-0.015,0.955,-0.183,4.333,-1.587
0.108,-0.022,0.948,-1.343,2.808,-3.235

0.233,-0.034,1.012,3.174,12.512,6.897
0.226,-0.041,1.011,7.324,12.634,6.653
0.222,-0.043,0.996,8.789,13.611,6.653
0.226,-0.048,0.992,11.597,13.733,7.141
0.238,-0.056,0.983,11.963,13.611,7.507
0.245,-0.050,0.971,8.423,13.367,7.324
0.242,-0.043,0.959,3.174,12.878,6.714
0.242,-0.027,0.949,1.282,12.146,5.737
0.241,-0.022,0.950,4.395,9.888,4.272
0.236,-0.036,0.964,8.789,7.019,2.441
0.237,-0.059,0.992,9.705,5.615,1.160
0.238,-0.056,0.996,5.493,6.226,1.343
0.251,-0.064,1.001,6.165,7.019,2.319
0.264,-0.066,1.001,9.033,7.996,3.479
0.261,-0.055,0.993,8.362,9.033,4.333
0.281,-0.034,0.979,8.301,10.315,4.639
0.287,-0.031,0.957,7.935,12.024,4.395
0.279,-0.031,0.940,10.315,13.245,4.150
0.291,-0.019,0.910,12.512,14.404,3.418
0.299,-0.014,0.880,13.367,14.954,2.380
0.290,-0.014,0.858,11.047,14.771,1.038
0.312,-0.034,0.861,3.784,15.686,0.671
0.303,0.010,0.815,-12.024,18.616,-0.671
0.298,0.035,0.776,-22.461,22.583,-3.418
0.307,0.015,0.687,-31.982,28.564,-3.723
0.298,-0.024,0.491,-60.547,39.001,1.099
0.156,-0.150,0.259,-87.036,48.584,11.292
-0.132,-0.192,-0.081,-119.202,50.049,23.071
-0.269,-0.258,-0.491,-168.274,24.902,14.954
-0.532,-0.372,-0.958,-235.840,0.305,9.399
-0.777,-0.429,-1.699,-276.001,-10.193,24.048
-0.790,-0.490,-2.235,-285.767,-94.788,23.437
-0.663,-0.481,-2.400,-263.123,-193.604,21.851
-0.431,-0.313,-2.297,-198.120,-270.386,30.579
-0.213,0.135,-1.989,-164.307,-320.374,37.292
0.050,0.660,-1.454,-173.645,-343.201,39.429
0.264,1.091,-0.876,-199.951,-359.558,19.592
0.052,1.395,-0.123,-238.586,-362.549,-13.000
-0.332,1.599,0.732,-282.410,-346.863,-47.974
-1.086,1.565,1.682,-314.758,-313.354,-72.998
-1.275,1.427,2.476,-361.816,-254.517,-69.092
-1.514,1.489,2.998,-325.623,-247.192,47.668
-1.372,1.485,3.698,-230.530,-244.202,159.058
-1.246,1.490,3.904,-113.403,-145.691,200.073
-0.952,1.429,4.000,-25.513,-100.159,189.209
-0.832,1.355,3.908,42.358,-37.659,155.090
-0.729,1.347,3.513,119.202,36.072,151.367
-0.624,1.276,3.184,189.453,76.416,155.701
-0.567,1.165,2.717,241.272,91.064,152.466
-0.562,0.968,2.391,218.140,108.521,87.585
-0.651,0.818,2.085,160.217,124.268,34.180
-0.601,0.691,1.768,119.751,132.690,22.461
-0.520,0.676,1.481,102.966,136.047,15.869
-0.395,0.680,1.277,103.333,139.221,14.648
-0.254,0.665,1.161,113.708,131.042,6.104
-0.160,0.585,1.108,117.371,114.685,-5.981
-0.111,0.473,1.090,108.643,98.022,-15.930
-0.130,0.342,1.091,91.858,84.106,-19.470
-0.137,0.287,1.010,60.730,80.078,-18.921
-0.113,0.286,0.862,33.020,79.468,-23.621
-0.134,0.261,0.751,25.208,74.463,-33.936
-0.145,0.248,0.679,37.048,66.589,-40.527
-0.128,0.224,0.609,59.021,60.608,-49.377
-0.097,0.246,0.529,72.021,61.340,-57.190
-0.055,0.260,0.477,68.420,62.012,-57.129
-0.023,0.270,0.461,57.007,61.096,-52.795
-0.006,0.272,0.484,49.133,62.012,-47.363
-0.001,0.273,0.500,38.818,67.078,-42.297
0.015,0.267,0.508,31.250,73.547,-38.757
0.052,0.218,0.508,27.527,79.102,-34.546
0.035,0.233,0.689,19.348,88.257,-30.701
0.065,0.148,0.641,20.325,97.473,-27.588
0.077,0.191,0.829,9.583,106.201,-23.865
0.089,0.131,0.799,32.349,112.244,-21.606
0.120,0.096,0.790,54.749,107.727,-12.878
0.139,0.106,0.779,51.147,99.731,-6.287
0.136,0.112,0.761,46.265,91.370,-2.075
0.133,0.141,0.687,33.142,81.177,0.061
0.123,0.206,0.649,24.475,65.918,-3.784
0.109,0.212,0.630,26.550,49.316,-10.437
0.116,0.216,0.652,34.363,34.302,-18.311
0.149,0.195,0.702,38.330,22.034,-24.353
0.165,0.173,0.714,23.987,13.611,-28.809
0.170,0.156,0.752,9.888,7.874,-31.921
0.188,0.152,0.747,4.028,6.897,-31.677
0.167,0.132,0.764,3.906,5.981,-30.762
0.159,0.119,0.762,4.944,4.578,-28.503
0.149,0.129,0.768,6.531,3.906,-25.452
0.143,0.113,0.765,10.742,3.601,-23.315
0.158,0.115,0.765,15.747,3.845,-18.372
0.199,0.091,0.842,23.376,2.380,-14.160
0.224,0.078,0.858,16.785,-0.671,-13.428
0.238,0.081,0.856,4.150,-0.916,-12.756
0.251,0.089,0.869,1.221,-1.526,-12.207
0.227,0.102,0.871,-0.610,-1.892,-12.268
0.204,0.110,0.864,-3.540,-2.686,-13.000
0.181,0.110,0.861,-3.174,-3.662,-13.916
0.158,0.087,0.879,2.747,-5.005,-13.611
0.153,0.070,0.883,9.583,-5.920,-13.245
0.151,0.028,0.908,19.958,-6.714,-11.658
0.158,-0.005,0.931,25.513,-7.141,-9.521
0.152,-0.000,0.933,24.780,-3.052,-4.578
0.156,-0.016,0.952,24.048,-1.770,-1.648
0.141,-0.007,0.944,20.203,-4.211,-0.366
0.149,0.010,0.943,20.752,-4.456,2.625
0.148,0.044,0.935,21.729,-5.920,3.296
0.146,0.072,0.934,18.616,-6.897,2.441
0.149,0.106,0.924,7.935,-7.874,0.671
0.152,0.129,0.932,-2.197,-9.583,-1.648
0.155,0.135,0.960,-4.944,-11.658,-3.845
0.164,0.144,0.972,-6.531,-11.780,-5.432
0.184,0.143,0.993,-3.906,-11.597,-6.775
0.199,0.111,1.026,3.113,-10.315,-7.080
0.202,0.075,1.055,8.362,-7.141,-6.531
0.208,0.043,1.080,9.216,-2.563,-5.127
0.202,0.035,1.066,4.883,2.869,-3.174
0.203,0.036,1.050,4.028,6.592,-1.343
0.198,0.037,1.032,7.935,8.301,-0.305
0.194,0.047,1.013,13.306,8.545,-0.427
